Year,Study,Rs 0.5°C-MAT,Rs annual
2005,S23,1.17,741.0367922
2005,S23,0.82,741.0367922
2005,S23,0.89,741.0367922
2005,S23,0.73,741.0367922
2005,S23,1.08,741.0367922
2005,S23,0.38,741.0367922
2005,S23,0.19,741.0367922
2005,S23,0.22,741.0367922
2005,S23,0.43,741.0367922
2005,S23,0.54,741.0367922
2005,S23,0.24,741.0367922
2005,S23,0.2,741.0367922
2005,S23,0.62,741.0367922
2005,S23,0.04,741.0367922
2005,S23,0.04,741.0367922
2005,S23,0.45,741.0367922
2005,S23,0.05,741.0367922
2005,S23,0.26,741.0367922
2005,S23,0.22,741.0367922
2006,S23,0.12,661.735789
2006,S23,0.2,661.735789
2006,S23,0.12,661.735789
2006,S23,1.06,661.735789
2006,S23,0.25,661.735789
2006,S23,0.41,661.735789
2006,S23,0.25,661.735789
2006,S23,0.19,661.735789
2006,S23,0.11,661.735789
2006,S23,0.46,661.735789
2006,S23,0.52,661.735789
2006,S23,0.13,661.735789
2006,S23,0.41,661.735789
2006,S23,0.4,661.735789
2006,S23,0.73,661.735789
2006,S23,0.65,661.735789
2006,S23,0.39,661.735789
2006,S23,0.33,661.735789
2006,S23,0.83,661.735789
2006,S23,1.77,661.735789
2006,S23,3.61,661.735789
2006,S23,0.41,661.735789
2006,S23,0.17,661.735789
2006,S23,0.2,661.735789
2006,S23,5.24,661.735789
2006,S23,3.73,661.735789
2006,S23,4.72,661.735789
2006,S23,1.34,661.735789
2006,S23,3.16,661.735789
2006,S23,2.53,661.735789
2006,S23,1.24,661.735789
2006,S23,2.59,661.735789
2006,S23,0.56,661.735789
2006,S23,1.53,661.735789
2006,S23,3.92,661.735789
2006,S23,1.11,661.735789
2006,S23,1.33,661.735789
2006,S23,2.4,661.735789
2006,S23,1.39,661.735789
2006,S23,1.46,661.735789
2006,S23,0.53,661.735789
2006,S23,4.21,661.735789
2006,S23,2.04,661.735789
2006,S23,0.88,661.735789
2006,S23,1.5,661.735789
2006,S23,0.02,661.735789
2006,S23,0.3,661.735789
2006,S23,0.19,661.735789
2006,S23,0.19,661.735789
2006,S23,0.18,661.735789
2006,S23,0.36,661.735789
2004,S23,0.55,651.5219392
2004,S23,0.95,651.5219392
2004,S23,0.81,651.5219392
2004,S23,0.94,651.5219392
2004,S23,1.92,651.5219392
2004,S23,1.82,651.5219392
2004,S23,1.8,651.5219392
2004,S23,3.15,651.5219392
2004,S23,3.14,651.5219392
2004,S23,2.76,651.5219392
2004,S23,2.25,651.5219392
2004,S23,1.95,651.5219392
2004,S23,2.48,651.5219392
2004,S23,1.44,651.5219392
2004,S23,2.84,651.5219392
2004,S23,2.36,651.5219392
2004,S23,2.41,651.5219392
2004,S23,1.17,651.5219392
2004,S23,2.01,651.5219392
2004,S23,2.31,651.5219392
2004,S23,1.83,651.5219392
2004,S23,2,651.5219392
2004,S23,1.78,651.5219392
2004,S23,1.75,651.5219392
2004,S23,1.72,651.5219392
2004,S23,1.7,651.5219392
2004,S23,2,651.5219392
2004,S23,2.13,651.5219392
2004,S23,0.74,651.5219392
2004,S23,1.9,651.5219392
2004,S23,1.74,651.5219392
2004,S23,1.28,651.5219392
2004,S23,0.74,651.5219392
2004,S23,1.95,651.5219392
2004,S23,1.39,651.5219392
2004,S23,1.53,651.5219392
2004,S23,1.16,651.5219392
2004,S23,0.91,651.5219392
2004,S23,1.03,651.5219392
2004,S23,0.48,651.5219392
2004,S23,0.67,651.5219392
2004,S23,0.51,651.5219392
2004,S23,0.8,651.5219392
2004,S23,1.25,651.5219392
2004,S23,0.79,651.5219392
2004,S23,0.7,651.5219392
2004,S23,1.04,651.5219392
2004,S23,0.95,651.5219392
2004,S23,0.63,651.5219392
2005,S23,0.56,741.0367922
2005,S23,0.72,741.0367922
2005,S23,1.49,741.0367922
2005,S23,1.07,741.0367922
2005,S23,1.06,741.0367922
2005,S23,1.1,741.0367922
2005,S23,1.07,741.0367922
2005,S23,0.75,741.0367922
2005,S23,0.58,741.0367922
2005,S23,0.42,741.0367922
2005,S23,0.76,741.0367922
2005,S23,1.07,741.0367922
2005,S23,1.52,741.0367922
2005,S23,0.73,741.0367922
2005,S23,1.23,741.0367922
2005,S23,1.38,741.0367922
2005,S23,1.26,741.0367922
2005,S23,1.29,741.0367922
2005,S23,1.51,741.0367922
2005,S23,1.67,741.0367922
2005,S23,1.57,741.0367922
2005,S23,1.26,741.0367922
2005,S23,1.58,741.0367922
2005,S23,1.47,741.0367922
2005,S23,3.6,741.0367922
2005,S23,3.6,741.0367922
2005,S23,3.73,741.0367922
2005,S23,3.56,741.0367922
2005,S23,0.22,741.0367922
2005,S23,0.23,741.0367922
2005,S23,0.43,741.0367922
2005,S23,0.52,741.0367922
2005,S23,0.36,741.0367922
2005,S23,0.82,741.0367922
2005,S23,2.07,741.0367922
2005,S23,1.46,741.0367922
2005,S23,1.73,741.0367922
2005,S23,1.36,741.0367922
2005,S23,0.45,741.0367922
2005,S23,1.45,741.0367922
2005,S23,0.05,741.0367922
2005,S23,0.25,741.0367922
2005,S23,0.27,741.0367922
2005,S23,0.29,741.0367922
2005,S23,0.53,741.0367922
2005,S23,0.09,741.0367922
2005,S23,0.53,741.0367922
2006,S23,0.75,661.735789
2006,S23,0.31,661.735789
2006,S23,0.52,661.735789
2006,S23,0.67,661.735789
2006,S23,0.98,661.735789
2006,S23,0.73,661.735789
2006,S23,0.31,661.735789
2006,S23,0.78,661.735789
2006,S23,0.32,661.735789
2006,S23,0.18,661.735789
2006,S23,0.23,661.735789
2006,S23,1.18,661.735789
2006,S23,1.06,661.735789
2006,S23,0.45,661.735789
2006,S23,0.36,661.735789
2006,S23,0.54,661.735789
2006,S23,0.44,661.735789
2006,S23,1.16,661.735789
2006,S23,1.4,661.735789
2006,S23,1.35,661.735789
2006,S23,1.41,661.735789
2006,S23,1.61,661.735789
2006,S23,0.42,661.735789
2006,S23,1.71,661.735789
2006,S23,1.21,661.735789
2006,S23,1.73,661.735789
2006,S23,1.96,661.735789
2006,S23,1.39,661.735789
2006,S23,1.73,661.735789
2006,S23,1.77,661.735789
2006,S23,2.68,661.735789
2006,S23,2.94,661.735789
2006,S23,3.23,661.735789
2006,S23,3.64,661.735789
2006,S23,3.34,661.735789
2006,S23,3.04,661.735789
2006,S23,1.65,661.735789
2006,S23,1.5,661.735789
2006,S23,2.01,661.735789
2006,S23,1.17,661.735789
2006,S23,0.66,661.735789
2006,S23,0.65,661.735789
2006,S23,0.43,661.735789
2006,S23,0.66,661.735789
2006,S23,3.07,661.735789
2006,S23,1.83,661.735789
2006,S23,0.33,661.735789
2004,S23,0.71,651.5219392
2004,S23,1.04,651.5219392
2004,S23,0.28,651.5219392
2004,S23,0.22,651.5219392
2004,S23,1.39,651.5219392
2004,S23,1.82,651.5219392
2004,S23,1.67,651.5219392
2004,S23,4.54,651.5219392
2004,S23,4.61,651.5219392
2004,S23,3.85,651.5219392
2004,S23,1.56,651.5219392
2004,S23,2.43,651.5219392
2004,S23,4.6,651.5219392
2004,S23,4.25,651.5219392
2004,S23,3.66,651.5219392
2004,S23,2.85,651.5219392
2004,S23,2.42,651.5219392
2004,S23,2.32,651.5219392
2004,S23,2.3,651.5219392
2004,S23,2.65,651.5219392
2004,S23,3.3,651.5219392
2004,S23,2.91,651.5219392
2004,S23,1.45,651.5219392
2004,S23,2.53,651.5219392
2004,S23,2.57,651.5219392
2004,S23,2.71,651.5219392
2004,S23,0.85,651.5219392
2004,S23,0.34,651.5219392
2004,S23,2.87,651.5219392
2004,S23,0.26,651.5219392
2004,S23,2.03,651.5219392
2004,S23,0.82,651.5219392
2004,S23,0.68,651.5219392
2004,S23,0.95,651.5219392
2004,S23,0.38,651.5219392
2004,S23,0.96,651.5219392
2004,S23,1.12,651.5219392
2005,S23,0.75,741.0367922
2005,S23,2.58,741.0367922
2005,S23,0.76,741.0367922
2005,S23,1.11,741.0367922
2005,S23,0.94,741.0367922
2005,S23,1.1,741.0367922
2005,S23,1.49,741.0367922
2005,S23,0.93,741.0367922
2005,S23,0.85,741.0367922
2005,S23,0.91,741.0367922
2005,S23,1.72,741.0367922
2005,S23,0.19,741.0367922
2005,S23,0.7,741.0367922
2005,S23,1.62,741.0367922
2005,S23,2.01,741.0367922
2005,S23,2.16,741.0367922
2005,S23,0.54,741.0367922
2005,S23,1.7,741.0367922
2005,S23,1.87,741.0367922
2005,S23,1.47,741.0367922
2005,S23,1.84,741.0367922
2005,S23,1.24,741.0367922
2005,S23,4.89,741.0367922
2005,S23,5.33,741.0367922
2005,S23,4.08,741.0367922
2005,S23,3.91,741.0367922
2005,S23,0.65,741.0367922
2005,S23,0.23,741.0367922
2005,S23,0.25,741.0367922
2005,S23,0.34,741.0367922
2005,S23,2.49,741.0367922
2005,S23,2.41,741.0367922
2005,S23,2.62,741.0367922
2005,S23,2.42,741.0367922
2005,S23,2.29,741.0367922
2005,S23,0.6,741.0367922
2005,S23,0.26,741.0367922
2005,S23,0.04,741.0367922
2005,S23,0.06,741.0367922
2005,S23,0.82,741.0367922
2005,S23,0.07,741.0367922
2006,S23,0.78,661.735789
2006,S23,0.26,661.735789
2006,S23,0.68,661.735789
2006,S23,0.32,661.735789
2006,S23,1.27,661.735789
2006,S23,0.57,661.735789
2006,S23,0.63,661.735789
2006,S23,0.22,661.735789
2006,S23,1.99,661.735789
2006,S23,1,661.735789
2006,S23,1.32,661.735789
2006,S23,0.87,661.735789
2006,S23,0.55,661.735789
2006,S23,0.35,661.735789
2006,S23,1.27,661.735789
2006,S23,1.13,661.735789
2006,S23,0.99,661.735789
2006,S23,1.34,661.735789
2006,S23,1.59,661.735789
2006,S23,1.21,661.735789
2006,S23,1.21,661.735789
2006,S23,0.41,661.735789
2006,S23,0.77,661.735789
2006,S23,0.85,661.735789
2006,S23,0.64,661.735789
2006,S23,3.78,661.735789
2006,S23,1.2,661.735789
2006,S23,4.34,661.735789
2006,S23,2.92,661.735789
2006,S23,5.17,661.735789
2006,S23,4.93,661.735789
2006,S23,5.16,661.735789
2006,S23,3.79,661.735789
2006,S23,5.29,661.735789
2006,S23,4.21,661.735789
2006,S23,4.34,661.735789
2006,S23,4.1,661.735789
2006,S23,4.23,661.735789
2006,S23,3.03,661.735789
2006,S23,3.37,661.735789
2006,S23,2.89,661.735789
2006,S23,1.9,661.735789
2006,S23,1.64,661.735789
2006,S23,0.86,661.735789
2006,S23,3.45,661.735789
2006,S23,1.95,661.735789
2006,S23,0.89,661.735789
2006,S23,1.04,661.735789
2006,S23,0.02,661.735789
2006,S23,0.02,661.735789
2004,S23,0.94,651.5219392
2004,S23,0.38,651.5219392
2004,S23,1.43,651.5219392
2004,S23,0.81,651.5219392
2004,S23,0.59,651.5219392
2004,S23,0.63,651.5219392
2004,S23,1.96,651.5219392
2004,S23,2.16,651.5219392
2004,S23,4.47,651.5219392
2004,S23,4.01,651.5219392
2004,S23,3.71,651.5219392
2004,S23,3.87,651.5219392
2004,S23,3.77,651.5219392
2004,S23,3.02,651.5219392
2004,S23,3.87,651.5219392
2004,S23,2.9,651.5219392
2004,S23,2.94,651.5219392
2004,S23,3.13,651.5219392
2004,S23,3.15,651.5219392
2004,S23,4.03,651.5219392
2004,S23,2.9,651.5219392
2004,S23,2.79,651.5219392
2004,S23,2.72,651.5219392
2004,S23,2.4,651.5219392
2004,S23,2.84,651.5219392
2004,S23,1.52,651.5219392
2004,S23,3.24,651.5219392
2004,S23,2.35,651.5219392
2004,S23,2.09,651.5219392
2004,S23,1.87,651.5219392
2004,S23,2.38,651.5219392
2004,S23,2.6,651.5219392
2004,S23,2.17,651.5219392
2004,S23,1.99,651.5219392
2004,S23,1.95,651.5219392
2004,S23,2.29,651.5219392
2004,S23,2.83,651.5219392
2004,S23,1.4,651.5219392
2004,S23,1.49,651.5219392
2004,S23,2.11,651.5219392
2004,S23,0.36,651.5219392
2004,S23,2.03,651.5219392
2004,S23,0.57,651.5219392
2004,S23,0.77,651.5219392
2004,S23,0.97,651.5219392
2004,S23,0.81,651.5219392
2004,S23,1.39,651.5219392
2004,S23,1.09,651.5219392
2004,S23,0.98,651.5219392
2004,S23,0.68,651.5219392
2004,S23,0.89,651.5219392
2005,S23,0.35,741.0367922
2005,S23,0.36,741.0367922
2005,S23,0.21,741.0367922
2005,S23,1.15,741.0367922
2005,S23,0.97,741.0367922
2005,S23,1.38,741.0367922
2005,S23,0.72,741.0367922
2005,S23,0.8,741.0367922
2005,S23,1.57,741.0367922
2005,S23,1.36,741.0367922
2005,S23,1.33,741.0367922
2005,S23,1.06,741.0367922
2005,S23,1.04,741.0367922
2005,S23,1.16,741.0367922
2005,S23,1.77,741.0367922
2005,S23,1.87,741.0367922
2005,S23,1.28,741.0367922
2005,S23,1.28,741.0367922
2005,S23,2.1,741.0367922
2005,S23,2.25,741.0367922
2005,S23,1.88,741.0367922
2005,S23,2.25,741.0367922
2005,S23,2.41,741.0367922
2005,S23,2.79,741.0367922
2005,S23,1.75,741.0367922
2005,S23,1.74,741.0367922
2005,S23,2.44,741.0367922
2005,S23,1.31,741.0367922
2005,S23,3.91,741.0367922
2005,S23,4.94,741.0367922
2005,S23,4.87,741.0367922
2005,S23,0.42,741.0367922
2005,S23,0.4,741.0367922
2005,S23,2.35,741.0367922
2005,S23,1.94,741.0367922
2005,S23,3.43,741.0367922
2005,S23,2.16,741.0367922
2005,S23,0.97,741.0367922
2005,S23,0.03,741.0367922
2005,S23,0.19,741.0367922
2005,S23,0.08,741.0367922
2005,S23,0.12,741.0367922
2005,S23,0.06,741.0367922
2006,S23,0.34,661.735789
2006,S23,0.67,661.735789
2006,S23,0.23,661.735789
2006,S23,0.89,661.735789
2006,S23,0.72,661.735789
2006,S23,0.6,661.735789
2006,S23,0.48,661.735789
2006,S23,0.5,661.735789
2006,S23,0.24,661.735789
2006,S23,0.48,661.735789
2006,S23,0.54,661.735789
2006,S23,0.27,661.735789
2006,S23,0.24,661.735789
2006,S23,1.02,661.735789
2006,S23,0.36,661.735789
2006,S23,1.75,661.735789
2006,S23,1.01,661.735789
2006,S23,1.07,661.735789
2006,S23,0.88,661.735789
2006,S23,0.25,661.735789
2006,S23,2.17,661.735789
2006,S23,1,661.735789
2006,S23,1.57,661.735789
2006,S23,0.58,661.735789
2006,S23,1.26,661.735789
2006,S23,1.43,661.735789
2006,S23,1.14,661.735789
2006,S23,1.75,661.735789
2006,S23,1.01,661.735789
2006,S23,2.01,661.735789
2006,S23,1.32,661.735789
2006,S23,2.05,661.735789
2006,S23,1.03,661.735789
2006,S23,1.18,661.735789
2006,S23,2.22,661.735789
2006,S23,1.01,661.735789
2006,S23,1.45,661.735789
2006,S23,6.84,661.735789
2006,S23,6.13,661.735789
2006,S23,1.89,661.735789
2006,S23,5.51,661.735789
2006,S23,2.69,661.735789
2006,S23,6.89,661.735789
2006,S23,7.46,661.735789
2006,S23,2.93,661.735789
2006,S23,6.75,661.735789
2006,S23,5,661.735789
2006,S23,3.45,661.735789
2006,S23,6.07,661.735789
2006,S23,5.54,661.735789
2006,S23,5.46,661.735789
2006,S23,2.96,661.735789
2006,S23,5.07,661.735789
2006,S23,4.25,661.735789
2006,S23,3.34,661.735789
2006,S23,3.89,661.735789
2006,S23,1.06,661.735789
2006,S23,2.87,661.735789
2006,S23,5.01,661.735789
2006,S23,2.6,661.735789
2006,S23,1.3,661.735789
2006,S23,0.7,661.735789
2006,S23,0.03,661.735789
2006,S23,0.02,661.735789
2006,S23,2.25,661.735789
2006,S23,2.77,661.735789
2006,S23,0.01,661.735789
2006,S23,0.02,661.735789
2006,S23,3.34,661.735789
2006,S23,0.99,661.735789
2006,S23,1.16,661.735789
2006,S23,0.73,661.735789
2004,S23,0.88,651.5219392
2004,S23,0.64,651.5219392
2004,S23,0.39,651.5219392
2004,S23,1.8,651.5219392
2004,S23,0.34,651.5219392
2004,S23,0.63,651.5219392
2004,S23,1.64,651.5219392
2004,S23,1.94,651.5219392
2004,S23,2.19,651.5219392
2004,S23,1.97,651.5219392
2004,S23,2.07,651.5219392
2004,S23,2.01,651.5219392
2004,S23,1.82,651.5219392
2004,S23,1.81,651.5219392
2004,S23,1.64,651.5219392
2004,S23,2.11,651.5219392
2004,S23,1.04,651.5219392
2004,S23,1.44,651.5219392
2004,S23,1.61,651.5219392
2004,S23,1.63,651.5219392
2004,S23,1.69,651.5219392
2004,S23,1.56,651.5219392
2004,S23,1.81,651.5219392
2004,S23,1.71,651.5219392
2004,S23,1.13,651.5219392
2004,S23,0.98,651.5219392
2004,S23,1.38,651.5219392
2004,S23,1.32,651.5219392
2004,S23,1.43,651.5219392
2004,S23,0.86,651.5219392
2004,S23,0.87,651.5219392
2004,S23,0.87,651.5219392
2004,S23,0.61,651.5219392
2004,S23,1.36,651.5219392
2004,S23,0.83,651.5219392
2004,S23,0.42,651.5219392
2004,S23,0.36,651.5219392
2004,S23,0.58,651.5219392
2004,S23,1.04,651.5219392
2004,S23,0.51,651.5219392
2004,S23,0.66,651.5219392
2004,S23,0.69,651.5219392
2004,S23,0.58,651.5219392
2004,S23,0.92,651.5219392
2004,S23,0.45,651.5219392
2005,S23,2.07,741.0367922
2005,S23,0.34,741.0367922
2005,S23,2.45,741.0367922
2005,S23,1.06,741.0367922
2005,S23,0.95,741.0367922
2005,S23,0.74,741.0367922
2005,S23,0.78,741.0367922
2005,S23,0.89,741.0367922
2005,S23,0.85,741.0367922
2005,S23,2.24,741.0367922
2005,S23,1.17,741.0367922
2005,S23,1.57,741.0367922
2005,S23,1.41,741.0367922
2005,S23,0.6,741.0367922
2005,S23,0.95,741.0367922
2005,S23,1.84,741.0367922
2005,S23,1.52,741.0367922
2005,S23,1.52,741.0367922
2005,S23,1.98,741.0367922
2005,S23,2.4,741.0367922
2005,S23,2.14,741.0367922
2005,S23,1.76,741.0367922
2005,S23,2.39,741.0367922
2005,S23,0.2,741.0367922
2005,S23,0.34,741.0367922
2005,S23,0.26,741.0367922
2005,S23,1.29,741.0367922
2005,S23,0.89,741.0367922
2005,S23,0.89,741.0367922
2005,S23,1.17,741.0367922
2005,S23,0.12,741.0367922
2005,S23,0.47,741.0367922
2005,S23,0.99,741.0367922
2005,S23,0.74,741.0367922
2005,S23,0.02,741.0367922
2005,S23,0.02,741.0367922
2005,S23,0.08,741.0367922
2005,S23,0.06,741.0367922
2005,S23,0.07,741.0367922
2005,S23,0.99,741.0367922
2005,S23,0.04,741.0367922
2005,S23,0.04,741.0367922
2005,S23,0.11,741.0367922
2006,S23,0.7,661.735789
2006,S23,0.62,661.735789
2006,S23,0.22,661.735789
2006,S23,0.45,661.735789
2006,S23,0.99,661.735789
2006,S23,0.44,661.735789
2006,S23,1.33,661.735789
2006,S23,0.6,661.735789
2006,S23,0.78,661.735789
2006,S23,0.14,661.735789
2006,S23,0.47,661.735789
2006,S23,1.43,661.735789
2006,S23,0.97,661.735789
2006,S23,0.86,661.735789
2006,S23,1.58,661.735789
2006,S23,0.33,661.735789
2006,S23,0.65,661.735789
2006,S23,1.63,661.735789
2006,S23,0.41,661.735789
2006,S23,0.82,661.735789
2006,S23,1.55,661.735789
2006,S23,0.87,661.735789
2006,S23,1.05,661.735789
2006,S23,1.27,661.735789
2006,S23,1.19,661.735789
2006,S23,1.3,661.735789
2006,S23,1.96,661.735789
2006,S23,1.99,661.735789
2006,S23,1.65,661.735789
2006,S23,0.69,661.735789
2006,S23,2.91,661.735789
2006,S23,3.35,661.735789
2006,S23,2.38,661.735789
2006,S23,2.39,661.735789
2006,S23,2.31,661.735789
2006,S23,2.43,661.735789
2006,S23,2.24,661.735789
2006,S23,2.21,661.735789
2006,S23,1.46,661.735789
2006,S23,2.45,661.735789
2006,S23,2.64,661.735789
2006,S23,2.44,661.735789
2006,S23,2.66,661.735789
2006,S23,0.54,661.735789
2006,S23,0.97,661.735789
2006,S23,1.18,661.735789
2006,S23,1.91,661.735789
2006,S23,2.17,661.735789
2006,S23,0.03,661.735789
2006,S23,0.63,661.735789
2006,S23,6.45,661.735789
2006,S23,0.03,661.735789
2006,S23,1.36,661.735789
2006,S23,0.88,661.735789
2006,S23,0.84,661.735789
2004,S23,0.8,651.5219392
2004,S23,0.95,651.5219392
2004,S23,0.61,651.5219392
2004,S23,0.81,651.5219392
2004,S23,1.26,651.5219392
2004,S23,0.41,651.5219392
2004,S23,1.44,651.5219392
2004,S23,1.33,651.5219392
2004,S23,1.32,651.5219392
2004,S23,1.11,651.5219392
2004,S23,3.07,651.5219392
2004,S23,2.99,651.5219392
2004,S23,2.16,651.5219392
2004,S23,1.16,651.5219392
2004,S23,1.43,651.5219392
2004,S23,1.29,651.5219392
2004,S23,3.02,651.5219392
2004,S23,2.87,651.5219392
2004,S23,2.34,651.5219392
2004,S23,2.99,651.5219392
2004,S23,3.31,651.5219392
2004,S23,2.61,651.5219392
2004,S23,1.93,651.5219392
2004,S23,2.1,651.5219392
2004,S23,2.31,651.5219392
2004,S23,2.03,651.5219392
2004,S23,2.38,651.5219392
2004,S23,0.66,651.5219392
2004,S23,2.06,651.5219392
2004,S23,1.47,651.5219392
2004,S23,1.71,651.5219392
2004,S23,1.42,651.5219392
2004,S23,1.25,651.5219392
2004,S23,2.9,651.5219392
2004,S23,1.51,651.5219392
2004,S23,1.88,651.5219392
2004,S23,1.52,651.5219392
2004,S23,2.1,651.5219392
2004,S23,2.11,651.5219392
2004,S23,0.94,651.5219392
2004,S23,1.72,651.5219392
2004,S23,2.08,651.5219392
2004,S23,2.01,651.5219392
2004,S23,2.21,651.5219392
2004,S23,1.74,651.5219392
2004,S23,0.43,651.5219392
2004,S23,0.78,651.5219392
2004,S23,0.39,651.5219392
2004,S23,0.57,651.5219392
2004,S23,0.25,651.5219392
2004,S23,1.41,651.5219392
2004,S23,0.91,651.5219392
2004,S23,1.11,651.5219392
2004,S23,0.53,651.5219392
2004,S23,0.78,651.5219392
2004,S23,0.62,651.5219392
2004,S23,1.47,651.5219392
2004,S23,0.86,651.5219392
2005,S23,0.91,741.0367922
2005,S23,1.33,741.0367922
2005,S23,1.68,741.0367922
2005,S23,1.23,741.0367922
2005,S23,0.69,741.0367922
2005,S23,0.29,741.0367922
2005,S23,0.8,741.0367922
2005,S23,0.59,741.0367922
2005,S23,1.77,741.0367922
2005,S23,1.42,741.0367922
2005,S23,1.61,741.0367922
2005,S23,1.86,741.0367922
2005,S23,1.66,741.0367922
2005,S23,2.14,741.0367922
2005,S23,2.68,741.0367922
2005,S23,3.48,741.0367922
2005,S23,3.02,741.0367922
2005,S23,3.15,741.0367922
2005,S23,3.01,741.0367922
2005,S23,2.83,741.0367922
2005,S23,0.59,741.0367922
2005,S23,0.42,741.0367922
2005,S23,0.65,741.0367922
2005,S23,0.29,741.0367922
2005,S23,0.11,741.0367922
2005,S23,0.24,741.0367922
2005,S23,0.06,741.0367922
2005,S23,0.18,741.0367922
2005,S23,0.22,741.0367922
2005,S23,0.1,741.0367922
2005,S23,0.14,741.0367922
2005,S23,0.68,741.0367922
2005,S23,0.02,741.0367922
2005,S23,0.02,741.0367922
2005,S23,0.04,741.0367922
2005,S23,0.04,741.0367922
2005,S23,0.06,741.0367922
2006,S23,0.81,661.735789
2006,S23,0.22,661.735789
2006,S23,0.08,661.735789
2006,S23,0.11,661.735789
2006,S23,1.02,661.735789
2006,S23,0.05,661.735789
2006,S23,0.26,661.735789
2006,S23,0.26,661.735789
2006,S23,0.1,661.735789
2006,S23,3.38,661.735789
2006,S23,2.91,661.735789
2006,S23,1.33,661.735789
2006,S23,3.29,661.735789
2006,S23,3.36,661.735789
2006,S23,1.14,661.735789
2006,S23,3.32,661.735789
2006,S23,2.68,661.735789
2006,S23,3.03,661.735789
2006,S23,2.55,661.735789
2006,S23,4.14,661.735789
2006,S23,3.76,661.735789
2006,S23,3.56,661.735789
2006,S23,3.37,661.735789
2006,S23,1.5,661.735789
2006,S23,0.3,661.735789
2006,S23,2.46,661.735789
2006,S23,2.22,661.735789
2006,S23,3.73,661.735789
2006,S23,2.09,661.735789
2006,S23,0.98,661.735789
2006,S23,0.34,661.735789
2006,S23,0.01,661.735789
2006,S23,0.67,661.735789
2006,S23,0.08,661.735789
2006,S23,1.06,661.735789
2006,S23,0.5,661.735789
2006,S23,0.52,661.735789
2006,S23,0.81,661.735789
2004,S23,1.15,651.5219392
2004,S23,0.85,651.5219392
2004,S23,1.41,651.5219392
2004,S23,1.5,651.5219392
2004,S23,1.3,651.5219392
2004,S23,0.85,651.5219392
2004,S23,1.01,651.5219392
2004,S23,0.11,651.5219392
2004,S23,1.03,651.5219392
2004,S23,1.48,651.5219392
2004,S23,1.24,651.5219392
2004,S23,1.1,651.5219392
2004,S23,1.15,651.5219392
2004,S23,1.41,651.5219392
2004,S23,1.14,651.5219392
2004,S23,2.18,651.5219392
2004,S23,1.88,651.5219392
2004,S23,0.2,651.5219392
2004,S23,0.83,651.5219392
2004,S23,0.98,651.5219392
2004,S23,0.94,651.5219392
2004,S23,0.62,651.5219392
2004,S23,0.49,651.5219392
2004,S23,0.23,651.5219392
2004,S23,0.57,651.5219392
2004,S23,1.51,651.5219392
2004,S23,0.5,651.5219392
2004,S23,0.4,651.5219392
2004,S23,1.19,651.5219392
2004,S23,1.53,651.5219392
2004,S23,1.67,651.5219392
2004,S23,1.81,651.5219392
2004,S23,1.28,651.5219392
2004,S23,1.35,651.5219392
2004,S23,0.32,651.5219392
2004,S23,0.67,651.5219392
2004,S23,0.05,651.5219392
2004,S23,0.24,651.5219392
2004,S23,0.26,651.5219392
2004,S23,0.95,651.5219392
2004,S23,0.41,651.5219392
2004,S23,0.41,651.5219392
2004,S23,1.37,651.5219392
2004,S23,0.37,651.5219392
2004,S23,0.81,651.5219392
2004,S23,0.49,651.5219392
2005,S23,0.96,741.0367922
2005,S23,0.9,741.0367922
2005,S23,1.07,741.0367922
2005,S23,0.98,741.0367922
2005,S23,0.18,741.0367922
2005,S23,0.67,741.0367922
2005,S23,0.41,741.0367922
2005,S23,0.41,741.0367922
2005,S23,0.29,741.0367922
2005,S23,1.15,741.0367922
2005,S23,0.64,741.0367922
2005,S23,0.45,741.0367922
2005,S23,1.96,741.0367922
2005,S23,1.3,741.0367922
2005,S23,1.51,741.0367922
2005,S23,1.49,741.0367922
2005,S23,1.7,741.0367922
2005,S23,1.35,741.0367922
2005,S23,1.69,741.0367922
2005,S23,1.77,741.0367922
2005,S23,0.96,741.0367922
2005,S23,2.07,741.0367922
2005,S23,2.32,741.0367922
2005,S23,1.4,741.0367922
2005,S23,0.81,741.0367922
2005,S23,1.27,741.0367922
2005,S23,0.9,741.0367922
2005,S23,0.95,741.0367922
2005,S23,0.44,741.0367922
2005,S23,0.27,741.0367922
2005,S23,0.2,741.0367922
2005,S23,0.53,741.0367922
2005,S23,0.46,741.0367922
2005,S23,0.29,741.0367922
2005,S23,0.31,741.0367922
2005,S23,0.02,741.0367922
2005,S23,0.05,741.0367922
2006,S23,1.56,661.735789
2006,S23,0.04,661.735789
2006,S23,0.69,661.735789
2006,S23,0.07,661.735789
2006,S23,0.33,661.735789
2006,S23,0.33,661.735789
2006,S23,1.06,661.735789
2006,S23,0.07,661.735789
2006,S23,1.07,661.735789
2006,S23,0.64,661.735789
2006,S23,0.43,661.735789
2006,S23,0.51,661.735789
2006,S23,0.23,661.735789
2006,S23,0.56,661.735789
2006,S23,0.65,661.735789
2006,S23,0.98,661.735789
2006,S23,0.73,661.735789
2006,S23,0.31,661.735789
2006,S23,0.22,661.735789
2006,S23,0.41,661.735789
2006,S23,0.67,661.735789
2006,S23,0.12,661.735789
2006,S23,0.18,661.735789
2006,S23,2.51,661.735789
2006,S23,0.15,661.735789
2006,S23,0.03,661.735789
2006,S23,0.26,661.735789
2004,S23,0.68,651.5219392
2004,S23,0.29,651.5219392
